title,text
Lino Ventura,Touchez pas au grisbi&nbsp;
Lino Ventura,Razzia sur la chnouf
Lino Ventura,Un témoin dans la villle
Lino Ventura,Classe Tous Risques
Lino Ventura,Army of Shadows
Lino Ventura,The Valachi Papers
Lino Ventura,Illustrious Corpses
Lino Ventura,"Espion, lève-toi"
Rokkô Toura,The Revolutionary
Rokkô Toura,Gang Life
Rokkô Toura,Samurai Spy
Rokkô Toura,Zatoichi and the Chess Experts
Rokkô Toura,Japanese Summer: Double Suicide
Rokkô Toura,Kuroneko
Rokkô Toura,"Watch Out, Crimson Bat!"
Rokkô Toura,Stray Cat: Beat ' 71
Rokkô Toura,Lone Wolf and Cub: Baby Cart In the Land of Demons
Benedict Cumberbatch,Amazing Grace
Benedict Cumberbatch,Third Star
Benedict Cumberbatch,The Hobbit: The Battle of the Five Armies
Benedict Cumberbatch,The Imitation Game
Benedict Cumberbatch,Doctor Strange
Benedict Cumberbatch,Avengers: Infinity War
Benedict Cumberbatch,Mowgli
Richard Jordan,Chato's Land
Richard Jordan,The Yakuza
Richard Jordan,Rooster Cogburn
Richard Jordan,Logan's Run
Richard Jordan,Dune
Richard Jordan,The Mean Season
Richard Jordan,Solarbabies
Richard Jordan,Gettysburg
Richard Jordan,Posse
Michael Berryman,Cut and Run
Michael Berryman,Evil Spirits
Michael Berryman,The Guyver
Michael Berryman,Double Dragon
Michael Berryman,Shed of the Dead
Tracey Walter,Ginger
Tracey Walter,The Hunter
Tracey Walter,Raggedy Man
Tracey Walter,Malone
Tracey Walter,Batman
Tracey Walter,Liquid Dreams
Tracey Walter,Drive
Tracey Walter,I Spit on Your Grave
Ronald Lacey,How I Won the War
Ronald Lacey,Crucible of Terror
Ronald Lacey,Disciple of Death
Ronald Lacey,Raiders of the Lost Ark
Ronald Lacey,Firefox
Ronald Lacey,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight
Ronald Lacey,Sahara
Ronald Lacey,Flesh + Blood
Ronald Lacey,Red Sonja
Shawn Ashmore,Wolf Girl
Shawn Ashmore,The Ruins
Shawn Ashmore,Solstice
Shawn Ashmore,Frozen
Shawn Ashmore,Mother's Day
Shawn Ashmore,The Day
Shawn Ashmore,X-Men: Days of Future Past
Shawn Ashmore,Acts of Violence
Edward James Olmos,Virus
Edward James Olmos,The Ballad of Gregorio Cortez
Edward James Olmos,American Me
Edward James Olmos,Caught
Edward James Olmos,The Limbic Region
Edward James Olmos,In the Time of the Butterflies
Edward James Olmos,2 Guns
Edward James Olmos,Coco
Edward James Olmos,A Dog's Way Home
Robert Donner,El Dorado
Robert Donner,Chisum
Robert Donner,Rio Lobo
Robert Donner,Something Big
Robert Donner,Santee
Robert Donner,The Last Hard Men
Robert Donner,Under the Rainbow
Robert Donner,Rawhide
Robert Donner,MacGyver
Alice Krige,Ghost Story
Alice Krige,Sleepwalkers
Alice Krige,"Institute Benjamenta, or This Dream People Call Human Life"
Alice Krige,Star Trek: First Contact
Alice Krige,Twilight of the Ice Nymphs
Alice Krige,Reign of Fire
Alice Krige,Lonely Hearts
Alice Krige,Silent Hill
Alice Krige,The Sorcerer's Apprentice
Adam Beach,Song of Hiawatha
Adam Beach,Cowboys and Indians: The J.J. Harper Story
Adam Beach,Flags of Our Fathers
Adam Beach,The Stranger
Adam Beach,Cowboys & Aliens
Adam Beach,Into the Grizzly Maze
Adam Beach,Suicide Squad
Adam Beach,Hostiles
Adam Beach,The New Mutants
Tom Hollander,Paparazzi
Tom Hollander,Land of the Blind
Tom Hollander,Pirates of the Caribbean: At World's End
Tom Hollander,Valkyrie
Tom Hollander,Hanna
Tom Hollander,Byzantium
Tom Hollander,The Promise
Tom Hollander,Bird Box
Tom Hollander,The King's Man
Shigeru Kôyama,Revenge
Shigeru Kôyama,Samurai Rebellion
Shigeru Kôyama,Kill!
Shigeru Kôyama,Sleepy Eyes o
Shigeru Kôyama,Zatoichi Meets Yojimbo
Shigeru Kôyama,47 Ronin
Shigeru Kôyama,Godzilla vs. Destoroyah
Shigeru Kôyama,The Man in White
Shigeru Kôyama,Outrage Coda
Hilary Swank,Boys Don't Cry
Hilary Swank,The Affair of the Necklace
Hilary Swank,Million Dollar Baby
Hilary Swank,The Black Dahlia
Hilary Swank,Amelia
Hilary Swank,You're Not You
Hilary Swank,The Homesman
Hilary Swank,The Hunt
Hilary Swank,Fatale
Erin Marie Hogan,Red Ink
Erin Marie Hogan,Hit and Run
Erin Marie Hogan,Academy of Doom
Erin Marie Hogan,Paranormal Entity
Erin Marie Hogan,The Confined
Erin Marie Hogan,Just a Nibble
Erin Marie Hogan,Hold Your Breath
Erin Marie Hogan,Axeman
Erin Marie Hogan,Evil Within
Gordon Liu,Five Shaolin Masters
Gordon Liu,Godfather from Canton
Gordon Liu,Tiger on the Beat
Gordon Liu,Last Hero in China
Gordon Liu,Kill Bill: Vol. 1
Gordon Liu,Kill Bill: Vol. 2
Gordon Liu,Flying Swords of Dragon Gate
Gordon Liu,Kill 'Em All
Richard Jenkins,Silverado
Richard Jenkins,The Broken
Richard Jenkins,Burn After Reading
Richard Jenkins,Dear John
Richard Jenkins,Let Me In
Richard Jenkins,The Cabin in the Woods
Richard Jenkins,White House Down
Richard Jenkins,God's Pocket
Dean Cain,The Stone Boy
Dean Cain,Best Men
Dean Cain,Out of Time
Dean Cain,Lost
Dean Cain,Dead & Deader
Dean Cain,September Dawn
Dean Cain,Abandoned
Dean Cain,Airplane vs. Volcano
50 Cent,Home of the Brave
50 Cent,Righteous Kill
50 Cent,Streets of Blood
50 Cent,Dead Man Running
50 Cent,The Frozen Ground
Frank DeKova,Ride Out For Revenge
Frank DeKova,Machine-Gun Kelly
Frank DeKova,Black Saddle
Amanda Plummer,The Prophecy
Amanda Plummer,American Perfekt
Harold Perrineau Jr.,King of New York
Harold Perrineau Jr.,William Shakespeare's Romeo + Juliet
Harold Perrineau Jr.,The Edge
Harold Perrineau Jr.,The Gardens of the Night
Harold Perrineau Jr.,Felon
Harold Perrineau Jr.,The Killing Jar
Harold Perrineau Jr.,Seeking Justice
Harold Perrineau Jr.,Transit
Harold Perrineau Jr.,Sabotage
Bette Davis,Fog Over Frisco
Bette Davis,Of Human Bondage
Bette Davis,Dark Victory
Bette Davis,The Letter
Bette Davis,In This Our Life
Bette Davis,A Stolen Life
Bette Davis,Beyond the Forest
Bette Davis,Dead Ringer
Bette Davis,Burnt Offerings
Katharine Isabelle,Ginger Snaps
Katharine Isabelle,Freddy vs. Jason
Katharine Isabelle,Rampage
Katharine Isabelle,30 Days of Night: Dark Days
Katharine Isabelle,Hard Ride to Hell
Katharine Isabelle,Vampire
Katharine Isabelle,American Mary
Katharine Isabelle,See No Evil 2
Katharine Isabelle,The Girl in the Photographs
Chester Morris,Blind Alley
Chester Morris,Rawhide
Peter Vaughan,Die! Die! My Darling!
Peter Vaughan,Hammerhead
Peter Vaughan,A Twist of Sand
Peter Vaughan,Straw Dogs
Peter Vaughan,The Blockhouse
Peter Vaughan,Symptoms
Peter Vaughan,Zulu Dawn
Peter Vaughan,The Remains of the Day
Peter Vaughan,The Crucible
Féodor Atkine,La Guerre des polices
Féodor Atkine,Inspector Blunder
Féodor Atkine,Three Men to Kill
Féodor Atkine,Le Choc
Féodor Atkine,Ne réveillez pas un flic qui dort
Féodor Atkine,High Heels
Féodor Atkine,Aladdin: The Return of Jafar
Féodor Atkine,Ronin
Féodor Atkine,Road Games
Yul Brynner,The King and I
Yul Brynner,The Journey
Yul Brynner,Kings of the Sun
Yul Brynner,Invitation to a Gunfighter
Yul Brynner,Triple Cross
Yul Brynner,The Light at the Edge of the World
Yul Brynner,Westworld
Yul Brynner,Death Rage
Luis Guzman,Carlito's Way
Luis Guzman,The Substitute
Luis Guzman,The Brave
Luis Guzman,Traffic
Luis Guzman,Welcome to Collinwood
Luis Guzman,The Taking of Pelham 123
Luis Guzman,In the Blood
Luis Guzman,Two Men in Town
Luis Guzman,Keanu
Brent Jennings,Alone in the Dark
Brent Jennings,Witness
Brent Jennings,Kansas
Brent Jennings,The Serpent and the Rainbow
Brent Jennings,Another 48 Hrs.
Brent Jennings,Pointman
Brent Jennings,Little Boy Blue
Brent Jennings,Where's Marlowe?
Brent Jennings,Intimate Betrayal
John Carroll Lynch,Feeling Minnesota
John Carroll Lynch,Face/Off
John Carroll Lynch,Volcano
John Carroll Lynch,Mercury Rising
John Carroll Lynch,Gothika
John Carroll Lynch,Zodiac
John Carroll Lynch,Hot Pursuit
John Carroll Lynch,The Invitation
John Carroll Lynch,The Founder
Bradford Dillman,Francis of Assisi
Bradford Dillman,The Mephisto Waltz
Bradford Dillman,99 and 44/100% Dead
Bradford Dillman,Chosen Survivors
Bradford Dillman,Gold
Bradford Dillman,Bug
Bradford Dillman,The Swarm
Bradford Dillman,Piranha
Bradford Dillman,Guyana: Cult of the Damned
Marcel Bozzuffi,Le Deuxième Souffle
Marcel Bozzuffi,Béru et ces dames
Marcel Bozzuffi,The French Connection
Marcel Bozzuffi,Black Turin
Marcel Bozzuffi,Images
Marcel Bozzuffi,Caravan to Vaccarès
Marcel Bozzuffi,The Destructors
Marcel Bozzuffi,The Passage
Marcel Bozzuffi,Contraband
Spartaco Conversi,Seven Dollars On The Red
Spartaco Conversi,A Bullet for the General
Spartaco Conversi,A Long Ride from Hell
Spartaco Conversi,"Django, Prepare a Coffin"
Spartaco Conversi,The Great Silence
Spartaco Conversi,"A Minute To Pray, A Second to Die"
Spartaco Conversi,Once Upon a Time in the West
Spartaco Conversi,Sabata
Spartaco Conversi,Sartana's Here...Trade Your Pistol for a Coffin
John Turturro,Five Corners
John Turturro,The Sicilian
John Turturro,Men of Respect
John Turturro,Miller's Crossing
John Turturro,Brain Donors
John Turturro,The Luzhin Defence
John Turturro,Monkeybone
John Turturro,A Few Days In September
John Turturro,Exodus: Gods and Kings
Nicky Katt,American Yakuza
Nicky Katt,The Babysitter
Nicky Katt,The Doom Generation
Nicky Katt,A Time to Kill
Nicky Katt,Phantoms
Nicky Katt,The Limey
Nicky Katt,The Way of the Gun
Nicky Katt,Sin City
Nicky Katt,Grindhouse
Stephen Graham,Gangs of New York
Stephen Graham,Public Enemies
Stephen Graham,Season of the Witch
Stephen Graham,Texas Killing Fields
Stephen Graham,Best Laid Plans
Stephen Graham,Journey's End
Stephen Graham,Yardie
Stephen Graham,Hellboy
Stephen Graham,The Irishman
Craig Fairbrass,Cliffhanger
Craig Fairbrass,Beyond Bedlam
Craig Fairbrass,Darklands
Craig Fairbrass,Rise of the Footsoldier
Craig Fairbrass,White Noise: The Light
Craig Fairbrass,Far Cry
Craig Fairbrass,Devil's Playground
Craig Fairbrass,House of the Rising Sun
Craig Fairbrass,Avengement
John Davis Chandler,Mad Dog Coll
John Davis Chandler,Ride the High Country
John Davis Chandler,Once a Thief
John Davis Chandler,Barquero
John Davis Chandler,Shoot Out
John Davis Chandler,Walking Tall Part II
John Davis Chandler,Capone
John Davis Chandler,The Outlaw Josey Wales
John Davis Chandler,Phantasm III: Lord of the Dead
Jonathan Tucker,The Texas Chainsaw Massacre
Jonathan Tucker,Hostage
Jonathan Tucker,Pulse
Jonathan Tucker,In the Valley of Elah
Jonathan Tucker,The Ruins
Jonathan Tucker,The Next Three Days
Jonathan Tucker,Sweet Virginia
Jonathan Tucker,Skin
Jonathan Tucker,Charlie's Angels
Richard Tyson,Kindergarten Cop
Richard Tyson,Genghis Khan
Richard Tyson,Dark Tide
Richard Tyson,The Pandora Project
Richard Tyson,Black Hawk Down
Richard Tyson,Big Bad Wolf
Richard Tyson,No Bad Days
Richard Tyson,Richard III
Richard Tyson,The Black Waters of Echo's Pond
Kim Kardashian,Disaster Movie
Muse Watson,Assassins
Muse Watson,Rosewood
Muse Watson,I Still Know What You Did Last Summer
Muse Watson,If I Die Before I Wake
Muse Watson,From Dusk Till Dawn 2: Texas Blood Money
Muse Watson,All the Rage
Muse Watson,American Outlaws
Muse Watson,Dead Birds
Muse Watson,The Last Exorcism Part II
Zsa Zsa Gabor,"Arrivederci, Baby!"
Zsa Zsa Gabor,Picture Mommy Dead
Zsa Zsa Gabor,A Nightmare on Elm Street 3: Dream Warriors
Zsa Zsa Gabor,Night Gallery
Bernard Lee,The Third Man
Bernard Lee,Gift Horse
Bernard Lee,Sailor Of The King
Bernard Lee,Dunkirk
Bernard Lee,A
Bernard Lee,Crossplot
Bernard Lee,Frankenstein And The Monster From Hell
Bernard Lee,The World is Not Enough
David Dastmalchian,Sushi Girl
David Dastmalchian,Prisoners
David Dastmalchian,The Belko Experiment
David Dastmalchian,Blade Runner 2049
David Dastmalchian,The Domestics
David Dastmalchian,Bird Box
David Dastmalchian,Madness in the Method
David Dastmalchian,The Suicide Squad
David Dastmalchian,Dune
Helmut Berger,Dorian Gray
Helmut Berger,The Bloodstained Butterfly
Helmut Berger,Ludwig
Helmut Berger,Conversation Piece
Helmut Berger,Order to Kill
Helmut Berger,Salon Kitty
Helmut Berger,The Biggest Battle
Helmut Berger,The Godfather Part III
Helmut Berger,Iron Cross
Richard Johnson (I),Scotland Yard Inspector
Richard Johnson (I),Never So Few
Richard Johnson (I),Khartoum
Richard Johnson (I),Julius Caesar
Richard Johnson (I),Beyond the Door
Richard Johnson (I),The Night Child
Richard Johnson (I),Screamers
Richard Johnson (I),Zombie
Richard Johnson (I),The Monster Club
Mahershala Ali,The Curious Case of Benjamin Button
Mahershala Ali,Predators
Mahershala Ali,Supremacy
Mahershala Ali,The Hunger Games: Mockingjay Part 2
Mahershala Ali,Free State of Jones
Mahershala Ali,Moonlight
Mahershala Ali,Green Book
Mahershala Ali,Spider-Man: Into the Spider-Verse
Mahershala Ali,Alita: Battle Angel
Hiroyuki Ikeuchi,Blues Harp
Hiroyuki Ikeuchi,Karaoke Terror
Hiroyuki Ikeuchi,LoveDeath
Hiroyuki Ikeuchi,Tajomaru
Hiroyuki Ikeuchi,Space Battleship Yamato
Hiroyuki Ikeuchi,Railroad Tigers
Hiroyuki Ikeuchi,Outrage Coda
Hiroyuki Ikeuchi,Manhunt
Hiroyuki Ikeuchi,GI Samurai: The TV Series
Rob Paulsen,Eyes Of Fire
Rob Paulsen,The Land Before Time II: The Great Valley Adventure
Rob Paulsen,Jonny Quest Vs The Cyber Insects
Rob Paulsen,The Land Before Time VII: The Stone of Cold Fire
Rob Paulsen,The Powerpuff Girls Movie
Rob Paulsen,The Land Before Time XIII: The Wisdom of Friends
Rob Paulsen,Charlotte's Web 2: Wilbur's Great Adventure
Rob Paulsen,DC Showcase: The Spectre
Rob Paulsen,Batman & Harley Quinn
Kurupt,Vice
Anthony Zerbe,They Call Me MISTER Tibbs!
Anthony Zerbe,Carola
Anthony Zerbe,Rooster Cogburn
Anthony Zerbe,Who'll Stop the Rain
Anthony Zerbe,Opposing Force
Anthony Zerbe,Steel Dawn
Anthony Zerbe,Licence to Kill
Anthony Zerbe,"See No Evil, Hear No Evil"
Anthony Zerbe,Star Trek: Insurrection
Nikolaj Coster-Waldau,Bent
Nikolaj Coster-Waldau,Black Hawk Down
Nikolaj Coster-Waldau,Enigma
Nikolaj Coster-Waldau,My Name Is Modesty
Nikolaj Coster-Waldau,Kingdom of Heaven
Nikolaj Coster-Waldau,Firewall
Nikolaj Coster-Waldau,Headhunters
Nikolaj Coster-Waldau,Mama
Nikolaj Coster-Waldau,Small Crimes
Danielle Burgio,John Carpenter's Vampires
Danielle Burgio,Summer of Sam
Danielle Burgio,Ghosts of Mars
Danielle Burgio,The Eliminator
Danielle Burgio,Cellular
Danielle Burgio,Max Havoc: Curse of the Dragon
Danielle Burgio,All Souls Day: Dia de los Muertos
Danielle Burgio,House of the Dead 2
John Toles-Bey,Midnight Run
John Toles-Bey,The Rift
John Toles-Bey,A Rage In Harlem
John Toles-Bey,Out for Justice
John Toles-Bey,Trespass
John Toles-Bey,Waterworld
John Toles-Bey,Hoodlum
John Toles-Bey,Evasive Action
John Toles-Bey,K-PAX
Kyôsuke Machida,Gangster VIP
Kyôsuke Machida,Zatoichi and the Fugitives
Kyôsuke Machida,Brothers Serving Time
Kyôsuke Machida,Red Peony Gambler 8: Execution of Duty
Kyôsuke Machida,Code of Wolves
Kyôsuke Machida,The Yakuza
Kyôsuke Machida,Wolfguy: Enraged Lycanthrope
Kyôsuke Machida,The Resurrection of the Golden Wolf
Mekhi Phifer,I Still Know What You Did Last Summer
Mekhi Phifer,Uninvited Guest
Mekhi Phifer,Shaft
Mekhi Phifer,O
Mekhi Phifer,Paid in Full
Mekhi Phifer,Dawn of the Dead
Mekhi Phifer,Slow Burn
Mekhi Phifer,Flypaper
Mekhi Phifer,The Divergent Series: Allegiant
Fred Tatasciore,TMNT
Fred Tatasciore,9
Fred Tatasciore,Batman: Under the Red Hood
Fred Tatasciore,Batman: The Killing Joke
Fred Tatasciore,Power Rangers
Fred Tatasciore,Resident Evil: Vendetta
Fred Tatasciore,Injustice
Kevin J. O'Connor,F/X 2
Kevin J. O'Connor,Color of Night
Kevin J. O'Connor,Lord of Illusions
Kevin J. O'Connor,Virtuosity
Kevin J. O'Connor,Black Cat Run
Kevin J. O'Connor,Chill Factor
Kevin J. O'Connor,The Mummy
Kevin J. O'Connor,Van Helsing
Kevin J. O'Connor,There Will Be Blood
Sandro Scarchilli,Bandidos
Sandro Scarchilli,Django the Bastard
Sandro Scarchilli,Hang for Django
Sandro Scarchilli,Sartana's Here...Trade Your Pistol for a Coffin
Sandro Scarchilli,"Have a Good Funeral, My Friend...Sartana Will Pay"
Sandro Scarchilli,Return of Sabata
Sandro Scarchilli,Kidnap Syndicate
Sandro Scarchilli,"Live Like a Cop, Die Like a Man"
Roberto Dell'Acqua,"Have a Good Funeral, My Friend...Sartana Will Pay"
Roberto Dell'Acqua,The Big Racket
Roberto Dell'Acqua,Keoma
Roberto Dell'Acqua,The Heroin Busters
Roberto Dell'Acqua,Zombie
Roberto Dell'Acqua,Nightmare City
Roberto Dell'Acqua,The Beyond
Roberto Dell'Acqua,Zombie 3
Stéphane Audran,Les Biches
Stéphane Audran,The Discreet charm of the Bourgeoisie
Stéphane Audran,And Then There Were None
Stéphane Audran,Mort d'un pourri
Stéphane Audran,Coup de Torchon
Stéphane Audran,Le Choc
Stéphane Audran,Mortelle Randonnee
Stéphane Audran,Faceless
Stéphane Audran,Madeline
Priyanka Chopra,The Hero: Love Story of a Spy
Priyanka Chopra,Aitraaz
Priyanka Chopra,Karam
Priyanka Chopra,Yakeen
Priyanka Chopra,Love Story 2050
Priyanka Chopra,Agneepath
Priyanka Chopra,Barfi
Priyanka Chopra,The Jungle Book
Priyanka Chopra,Baywatch
Lew Temple,The Devil's Rejects
Lew Temple,The Texas Chainsaw Massacre: The Beginning
Lew Temple,Halloween
Lew Temple,The Killing Jar
Lew Temple,The Lone Ranger
Lew Temple,Wicked Blood
Lew Temple,31
Lew Temple,Kidnap
Lew Temple,Acceleration
Michelle Pfeiffer,Dangerous Liaisons
Michelle Pfeiffer,Batman Returns
Michelle Pfeiffer,To Gillian on Her 37th Birthday
Michelle Pfeiffer,A Thousand Acres
Michelle Pfeiffer,Stardust
Michelle Pfeiffer,Ant-Man and the Wasp
Tony Lo Bianco,The French Connection
Tony Lo Bianco,City Heat
Tony Lo Bianco,Boiling Point
Tony Lo Bianco,The Juror
Tony Lo Bianco,Sworn to Justice
Tony Lo Bianco,Let Me Call You Sweetheart
Tony Lo Bianco,Endangered Species
Venantino Venantini,Galia
Venantino Venantini,Bandidos
Venantino Venantini,Seven Deaths in the Cat's Eye
Venantino Venantini,Nine Guests for a Crime
Venantino Venantini,Flic ou Voyou
Venantino Venantini,Exterminators of the Year 3000
Venantino Venantini,Warriors of the Wasteland
Venantino Venantini,Final Justice
Venantino Venantini,Atomik Circus
James Whitmore,Them!
James Whitmore,The Last Frontier
James Whitmore,The Young Don't Cry
James Whitmore,Chuka
James Whitmore,The Split
James Whitmore,Chato's Land
James Whitmore,High Crime
James Whitmore,The Shawshank Redemption
James Whitmore,The Relic
José Zúñiga,Money Train
José Zúñiga,Con Air
José Zúñiga,The Crew
José Zúñiga,Gun Shy
José Zúñiga,Snow White: The Fairest of Them All
José Zúñiga,The Hunted
José Zúñiga,Mission: Impossible III
José Zúñiga,Next
José Zúñiga,Diablo
Evelyn Stewart,The Fall of Rome
Evelyn Stewart,Operation Lady Chaplin
Evelyn Stewart,Desert Assault
Evelyn Stewart,The Case of the Scorpion's Tail
Evelyn Stewart,Four Gunmen of the Holy Trinity
Evelyn Stewart,Knife of Ice
Evelyn Stewart,Murder Mansion
Evelyn Stewart,Spirits of Death
Evelyn Stewart,The Night Child
Felix Aylmer,The Case of the Frightened Lady
Felix Aylmer,The Wicked Lady
Felix Aylmer,The Ghosts Of Berkeley Square
Felix Aylmer,Hamlet
Felix Aylmer,Quo Vadis
Felix Aylmer,Knights of the Round Table
Felix Aylmer,The Two-Headed Spy
Felix Aylmer,The Mummy
Felix Aylmer,Exodus
Robert Carradine,Massacre at Central High
Robert Carradine,Orca
Robert Carradine,Blackout
Robert Carradine,Coming Home
Robert Carradine,I Saw What You Did
Robert Carradine,Escape from L.A.
Robert Carradine,Ghosts of Mars
Robert Carradine,Tooth And Nail
Robert Carradine,Django Unchained
Peter Jason,The Long Riders
Peter Jason,Trick or Treats
Peter Jason,Prince of Darkness
Peter Jason,The Demolitionist
Peter Jason,Village of the Damned
Peter Jason,Mortal Kombat
Peter Jason,Wild Bill
Peter Jason,Ghosts of Mars
Paul Bettany,The Game of Death
Paul Bettany,Dogville
Paul Bettany,The Reckoning
Paul Bettany,The Da Vinci Code
Paul Bettany,Firewall
Paul Bettany,Legion
Paul Bettany,Journey's End
Paul Bettany,Avengers: Infinity War
Paul Bettany,Solo: A Star Wars Story
Alan Napier,The Four Just Men
Alan Napier,The Invisible Man Returns
Alan Napier,Ministry Of Fear
Alan Napier,House of Horrors
Alan Napier,MacBeth
Alan Napier,The Strange Door
Alan Napier,Julius Caesar
Alan Napier,The Mole People
Alan Napier,The Premature Burial
Guy Rolfe,The Veils of Bagdad
Guy Rolfe,Young Bess
Guy Rolfe,Yesterday's Enemy
Guy Rolfe,Mr. Sardonicus
Guy Rolfe,The ABC Murders
Guy Rolfe,Puppet Master 4
Anna Paquin,It's the Rage
Anna Paquin,X-Men
Anna Paquin,Darkness
Anna Paquin,Open House
Anna Paquin,X-Men: Days of Future Past
Anna Paquin,Roots
Anna Paquin,Philip K. Dick's Electric Dreams: Real Life
Anna Paquin,Alias Grace: Part 6
Grace Zabriskie,Galaxy of Terror
Grace Zabriskie,Child's Play
Grace Zabriskie,Servants of Twilight
Grace Zabriskie,FernGully: The Last Rainforest
Grace Zabriskie,The Passion of Darkly Noon
Grace Zabriskie,No Good Deed
Grace Zabriskie,R.S.V.P
Grace Zabriskie,The Grudge
Grace Zabriskie,"My Son, My Son, What Have Ye Done"
Delroy Lindo,Blood In Blood Out
Delroy Lindo,Get Shorty
Delroy Lindo,Broken Arrow
Delroy Lindo,Feeling Minnesota
Delroy Lindo,A Life Less Ordinary
Delroy Lindo,The Cider House Rules
Delroy Lindo,The One
Delroy Lindo,The Core
Delroy Lindo,Da 5 Bloods
Cloris Leachman,Kiss Me Deadly
Cloris Leachman,Haunts of the Very Rich
Cloris Leachman,High Anxiety
Cloris Leachman,Hansel and Gretel
Cloris Leachman,Alex & Emma
Cloris Leachman,Lake Placid 2
Cloris Leachman,Scout's Guide to the Zombie Apocalypse
Cloris Leachman,Bad Santa 2
Cloris Leachman,The Comedian
Andrew Bryniarski,Hudson Hawk
Andrew Bryniarski,Cyborg 3: The Creation
Andrew Bryniarski,Pearl Harbor
Andrew Bryniarski,Black Mask 2: City of Masks
Andrew Bryniarski,Rollerball
Andrew Bryniarski,44 Minutes: The North Hollywood Shootout
Andrew Bryniarski,The Curse of El Charro
Andrew Bryniarski,Seven Mummies
Andrew Bryniarski,Dracula's Guest
R.G. Armstrong,Ride the High Country
R.G. Armstrong,Major Dundee
R.G. Armstrong,The Great Northfield Minnesota Raid
R.G. Armstrong,Pat Garrett and Billy the Kid
R.G. Armstrong,Evilspeak
R.G. Armstrong,Children of the Corn
R.G. Armstrong,Dick Tracy
R.G. Armstrong,Payback
R.G. Armstrong,Invasion of Privacy
Michael Clarke Duncan,The Green Mile
Michael Clarke Duncan,The Whole Nine Yards
Michael Clarke Duncan,Pursued
Michael Clarke Duncan,The Island
Michael Clarke Duncan,Sin City
Michael Clarke Duncan,American Crude
Michael Clarke Duncan,Kung Fu Panda
Michael Clarke Duncan,Street Fighter: The Legend of Chun-Li
Michael Clarke Duncan,A Resurrection
Charles Gray,The Man Outside
Charles Gray,You Only Live Twice
Charles Gray,The Devil Rides Out
Charles Gray,The File of the Golden Goose
Charles Gray,Diamonds Are Forever
Charles Gray,Theatre of Blood
Charles Gray,Tales that Witness Madness
Charles Gray,The Beast Must Die
Charles Gray,The Legacy
Ryo Ishibashi,American Yakuza
Ryo Ishibashi,Blue Tiger
Ryo Ishibashi,Another Lonely Hitman
Ryo Ishibashi,Kids Return
Ryo Ishibashi,Brother
Ryo Ishibashi,The Grudge
Ryo Ishibashi,War
Boyd 'Red' Morgan,Cripple Creek
Boyd 'Red' Morgan,The Nebraskan
Boyd 'Red' Morgan,The Lone Gun
Boyd 'Red' Morgan,Creature with the Atom Brain
Boyd 'Red' Morgan,Fort Yuma
Boyd 'Red' Morgan,Gun Duel In Durango
Boyd 'Red' Morgan,The Alamo
Boyd 'Red' Morgan,The Bounty Killer
Boyd 'Red' Morgan,Wild Rovers
Lina Romay (Spanish),Female Vampire
Lina Romay (Spanish),The Obscene Mirror
Lina Romay (Spanish),Countess Perverse
Lina Romay (Spanish),Jack the Ripper
Lina Romay (Spanish),Caged Women
Lina Romay (Spanish),Shining Sex
Lina Romay (Spanish),White Cannibal Queen
Lina Romay (Spanish),Blind Target
Lina Romay (Spanish),Killer Barbys vs. Dracula
Gregory Sierra,Beneath the Planet of the Apes
Gregory Sierra,Machismo: 40 Graves for 40 Guns
Gregory Sierra,The Culpepper Cattle Co.
Gregory Sierra,Papillon
Gregory Sierra,The Towering Inferno
Gregory Sierra,Deep Cover
Gregory Sierra,Hot Shots! Part Deux
Gregory Sierra,John Carpenter's Vampires
Chris Pine,Smokin' Aces
Chris Pine,Carriers
Chris Pine,Rise of the Guardians
Chris Pine,Star Trek Into Darkness
Chris Pine,Z for Zachariah
Chris Pine,The Finest Hours
Chris Pine,Wonder Woman
Chris Pine,Spider-Man: Into the Spider-Verse
Simon Abkarian,Ararat
Simon Abkarian,"Not For, or Against"
Simon Abkarian,I Saw Ben Barka Get Killed
Simon Abkarian,Casino Royale
Simon Abkarian,The Serpent
Simon Abkarian,Army of Crime
Simon Abkarian,Colt 45
Simon Abkarian,1915
Simon Abkarian,Overdrive
Aidan Quinn,The Mission
Aidan Quinn,Stakeout
Aidan Quinn,At Play in the Fields of the Lord
Aidan Quinn,Michael Collins
Aidan Quinn,In Dreams
Aidan Quinn,Dark Matter
Aidan Quinn,Unknown
Clint Howard,Carnosaur
Clint Howard,Baby Face Nelson
Clint Howard,The Dentist 2
Clint Howard,House of the Dead
Clint Howard,The Funhouse Massacre
Clint Howard,3 from Hell
William Bendix,Wake Island
William Bendix,Lifeboat
William Bendix,The Dark Corner
William Bendix,The Babe Ruth Story
William Bendix,Streets of Laredo
William Bendix,Blackbeard the Pirate
William Bendix,Macao
William Bendix,The Deep Six
William Bendix,The Rough And The Smooth
Richard Masur,Who'll Stop the Rain
Richard Masur,Heaven's Gate
Richard Masur,The Thing
Richard Masur,Nightmares
Richard Masur,The Mean Season
Richard Masur,The Believers
Richard Masur,Rent-a-Cop
Richard Masur,Shoot to Kill
Richard Masur,Fire Down Below
David Fredericks,Hei mao
David Fredericks,Rumble in the Bronx
David Fredericks,Cyberjack
